Type,Dir,Sx,X1,X2,Y2,X3,Y3,BT,UEB,KH,B1,BH,Rr,CE,Notes
3,L,219.000000,440.166666666667,836.666666666667,339.833333333333,1000,855.75,0,207.666666666667,1800,467,500,150,538.75,
3,L,219.500000,439.972222222222,836.388888888889,339.361111111111,1000,854.708333333333,0,208.555555555556,1800,466.833333333333,500,150,538.541666666667,
3,L,220.000000,439.777777777778,836.111111111111,338.888888888889,1000,853.666666666667,0,209.444444444444,1800,466.666666666667,500,150,538.333333333333,
3,L,220.500000,439.583333333333,835.833333333333,338.416666666667,1000,852.625,0,210.333333333333,1800,466.5,500,150,538.125,
3,L,221.000000,439.388888888889,835.555555555556,337.944444444444,1000,851.583333333333,0,211.222222222222,1800,466.333333333333,500,150,537.916666666667,
3,L,221.500000,439.194444444444,835.277777777778,337.472222222222,1000,850.541666666667,0,212.111111111111,1800,466.166666666667,500,150,537.708333333333,
3,L,222.000000,439,835,337,1000,849.5,0,213,1800,466,500,150,537.5,
3,L,222.500000,438.805555555556,834.722222222222,336.527777777778,1000,848.458333333333,0,213.888888888889,1800,465.833333333333,500,150,537.291666666667,
3,L,223.000000,438.611111111111,834.444444444444,336.055555555556,1000,847.416666666667,0,214.777777777778,1800,465.666666666667,500,150,537.083333333333,
3,L,223.500000,438.416666666667,834.166666666667,335.583333333333,1000,846.375,0,215.666666666667,1800,465.5,500,150,536.875,
3,L,224.000000,438.222222222222,833.888888888889,335.111111111111,1000,845.333333333333,0,216.555555555556,1800,465.333333333333,500,150,536.666666666667,
3,L,224.500000,438.027777777778,833.611111111111,334.638888888889,1000,844.291666666667,0,217.444444444444,1800,465.166666666667,500,150,536.458333333333,
3,L,225.000000,437.833333333333,833.333333333333,334.166666666667,1000,843.25,0,218.333333333333,1800,465,500,150,536.25,
3,L,225.500000,437.638888888889,833.055555555556,333.694444444444,1000,842.208333333333,0,219.222222222222,1800,464.833333333333,500,150,536.041666666667,
3,L,226.000000,437.444444444444,832.777777777778,333.222222222222,1000,841.166666666667,0,220.111111111111,1800,464.666666666667,500,150,535.833333333333,
3,L,226.500000,437.25,832.5,332.75,1000,840.125,0,221,1800,464.5,500,150,535.625,
3,L,227.000000,437.055555555556,832.222222222222,332.277777777778,1000,839.083333333333,0,221.888888888889,1800,464.333333333333,500,150,535.416666666667,
3,L,227.500000,436.861111111111,831.944444444444,331.805555555556,1000,838.041666666667,0,222.777777777778,1800,464.166666666667,500,150,535.208333333333,
3,L,228.000000,436.666666666667,831.666666666667,331.333333333333,1000,837,0,223.666666666667,1800,464,500,150,535,
3,L,228.500000,436.472222222222,831.388888888889,330.861111111111,1000,835.958333333333,0,224.555555555556,1800,463.833333333333,500,150,534.791666666667,
3,L,229.000000,436.277777777778,831.111111111111,330.388888888889,1000,834.916666666667,0,225.444444444444,1800,463.666666666667,500,150,534.583333333333,
3,L,229.500000,436.083333333333,830.833333333333,329.916666666667,1000,833.875,0,226.333333333333,1800,463.5,500,150,534.375,
3,L,230.000000,435.888888888889,830.555555555556,329.444444444444,1000,832.833333333333,0,227.222222222222,1800,463.333333333333,500,150,534.166666666667,
3,L,230.500000,435.694444444444,830.277777777778,328.972222222222,1000,831.791666666667,0,228.111111111111,1800,463.166666666667,500,150,533.958333333333,
3,L,231.000000,435.5,830,328.5,1000,830.75,0,229,1800,463,500,150,533.75,
3,L,231.500000,435.305555555556,829.722222222222,328.027777777778,1000,829.708333333333,0,229.888888888889,1800,462.833333333333,500,150,533.541666666667,
3,L,232.000000,435.111111111111,829.444444444444,327.555555555556,1000,828.666666666667,0,230.777777777778,1800,462.666666666667,500,150,533.333333333333,
3,L,232.500000,434.916666666667,829.166666666667,327.083333333333,1000,827.625,0,231.666666666667,1800,462.5,500,150,533.125,
3,L,233.000000,434.722222222222,828.888888888889,326.611111111111,1000,826.583333333333,0,232.555555555556,1800,462.333333333333,500,150,532.916666666667,
3,L,233.500000,434.527777777778,828.611111111111,326.138888888889,1000,825.541666666667,0,233.444444444444,1800,462.166666666667,500,150,532.708333333333,
3,L,234.000000,434.333333333333,828.333333333333,325.666666666667,1000,824.5,0,234.333333333333,1800,462,500,150,532.5,
3,L,234.500000,434.138888888889,828.055555555556,325.194444444444,1000,823.458333333333,0,235.222222222222,1800,461.833333333333,500,150,532.291666666667,
3,L,235.000000,433.944444444444,827.777777777778,324.722222222222,1000,822.416666666667,0,236.111111111111,1800,461.666666666667,500,150,532.083333333333,
3,L,235.500000,433.75,827.5,324.25,1000,821.375,0,237,1800,461.5,500,150,531.875,
3,L,236.000000,433.555555555556,827.222222222222,323.777777777778,1000,820.333333333333,0,237.888888888889,1800,461.333333333333,500,150,531.666666666667,
3,L,236.500000,433.361111111111,826.944444444444,323.305555555556,1000,819.291666666667,0,238.777777777778,1800,461.166666666667,500,150,531.458333333333,
3,L,237.000000,433.166666666667,826.666666666667,322.833333333333,1000,818.25,0,239.666666666667,1800,461,500,150,531.25,
3,L,237.500000,432.972222222222,826.388888888889,322.361111111111,1000,817.208333333333,0,240.555555555556,1800,460.833333333333,500,150,531.041666666667,
3,L,238.000000,432.777777777778,826.111111111111,321.888888888889,1000,816.166666666667,0,241.444444444444,1800,460.666666666667,500,150,530.833333333333,
3,L,238.500000,432.583333333333,825.833333333333,321.416666666667,1000,815.125,0,242.333333333333,1800,460.5,500,150,530.625,
3,L,239.000000,432.388888888889,825.555555555556,320.944444444444,1000,814.083333333333,0,243.222222222222,1800,460.333333333333,500,150,530.416666666667,
3,L,239.500000,432.194444444444,825.277777777778,320.472222222222,1000,813.041666666667,0,244.111111111111,1800,460.166666666667,500,150,530.208333333333,
3,L,240.000000,432,825,320,1000,812,0.0,245,1800,460,500,150,530,Known Profile
3,L,240.500000,431.805555555556,824.722222222222,319.527777777778,1000,810.958333333333,0,245.888888888889,1800,459.833333333333,500,150,529.791666666667,
3,L,241.000000,431.611111111111,824.444444444444,319.055555555556,1000,809.916666666667,0,246.777777777778,1800,459.666666666667,500,150,529.583333333333,
3,L,241.500000,431.416666666667,824.166666666667,318.583333333333,1000,808.875,0,247.666666666667,1800,459.5,500,150,529.375,
3,L,242.000000,431.222222222222,823.888888888889,318.111111111111,1000,807.833333333333,0,248.555555555556,1800,459.333333333333,500,150,529.166666666667,
3,L,242.500000,431.027777777778,823.611111111111,317.638888888889,1000,806.791666666667,0,249.444444444444,1800,459.166666666667,500,150,528.958333333333,
3,L,243.000000,430.833333333333,823.333333333333,317.166666666667,1000,805.75,0,250.333333333333,1800,459,500,150,528.75,
3,L,243.500000,430.638888888889,823.055555555556,316.694444444444,1000,804.708333333333,0,251.222222222222,1800,458.833333333333,500,150,528.541666666667,
3,L,244.000000,430.444444444444,822.777777777778,316.222222222222,1000,803.666666666667,0,252.111111111111,1800,458.666666666667,500,150,528.333333333333,
3,L,244.500000,430.020859854796,821.958351351291,315.919081793872,998.964721360425,802.870517093253,1.03527863957472,251.804046113308,1798.41663266889,459.143300832495,500,150,527.689836610303,
3,L,245.000000,428.752169747393,819.504064235012,315.011137378516,995.863929215167,800.485947133704,4.1360707848326,250.884347109701,1793.67424468202,460.570881216233,500,150,525.762481492565,
3,L,245.500000,426.64455505291,815.426873469067,313.50281239008,990.712730311867,796.524574173166,9.28726968813258,249.356494781389,1785.79594047697,462.942452789752,500,150,522.560657860513,
3,L,246.000000,423.708283858282,809.746642717029,311.401455236291,983.536220773786,791.005697622508,16.4637792262145,247.227932671336,1774.82010235991,466.246461494736,500,150,518.099964677039,
3,L,246.500000,419.957661381617,802.491045492149,308.717303517975,974.369363834011,783.956204893528,25.630636165989,244.509030920179,1760.80020351084,470.466810532891,500,150,512.402133990944,
3,L,247.000000,415.410960278609,793.695430334775,305.463434152493,963.256819498105,775.41044040619,36.7431805018946,241.213035743948,1743.80454746769,475.582938787931,500,150,505.494925060587,
3,L,247.500000,410.09033162,783.402648597823,301.655699664317,950.252726965044,765.41003826606,49.7472730349561,237.356004899828,1723.9159353583,481.56992099727,500,150,497.411989113566,
3,L,248.000000,404.021696973787,771.662845679287,297.31265095312,935.420440866481,754.003719427126,64.579559133519,232.956729454385,1701.23126250168,488.398589185393,500,150,488.192705401322,
3,L,248.500000,397.234622117948,758.533216718906,292.455446915662,918.832222609353,741.247054328212,81.1677773906473,228.036642235375,1675.86104634372,496.035674767302,500,150,477.881989347382,
3,L,249.000000,389.762172998948,744.07772794919,287.107751361769,900.568888325566,727.202192159386,99.4311116744343,222.619713413164,1647.92888802734,504.44397062972,500,150,466.53007372393,
3,L,249.500000,381.640754637765,728.366805058363,281.295617726631,880.719415143927,711.937558077349,119.280584856073,216.732333720467,1617.57087022012,513.582512400404,500,150,454.192263922793,
3,L,250.000000,372.909933768295,711.476990083494,275.047362141084,859.380507702515,695.527519844954,140.619492297485,210.403185879347,1584.93489413326,523.40677802245,500,150,440.928668513131,
3,L,250.500000,363.612246072192,693.490568505381,268.393425478269,836.656127013405,678.052025518936,163.343872986595,203.663104861884,1550.17995896168,533.86890466128,500,150,426.803906398528,
3,L,251.000000,353.792988949314,674.495168361965,261.366225048757,812.656983975067,659.596213951023,187.343016024933,196.544927665285,1513.47538725599,544.917921887557,500,150,411.886792000189,
3,L,251.500000,343.500000833333,654.583333333334,253.999996666667,787.5,640.25,212.5,189.083333333333,1475,556.5,500,150,396.25,
3,L,252.000000,332.783428127704,633.852071878215,246.330627856226,761.307737385358,620.107636475564,238.692262614642,181.314674003579,1434.9412454129,568.558712278271,500,150,379.969711276781,
3,L,252.500000,321.695480897422,612.402384618519,238.395483011357,734.207802201763,599.267254948101,265.792197798237,173.276797803372,1393.49428572034,581.035309888287,500,150,363.125241760703,
3,L,253.000000,310.290178506837,590.338772274462,230.233221360107,706.332222609353,577.830387661546,293.667777390647,165.008864457597,1350.86104634372,593.869008100636,500,150,345.798656014048,
3,L,253.500000,298.623086442739,567.768726547555,221.883608620771,677.816805629859,555.901472878492,322.183194370141,156.551154506425,1307.24923213978,606.997282427665,500,150,328.074367420912,
3,L,254.000000,286.751045604891,544.802206431848,213.387323267317,648.800475508445,533.587346067475,351.199524491555,147.94487306257,1262.8713154835,620.356173236504,500,150,310.038726933681,
3,L,254.500000,274.731895382883,521.551102504758,204.785758347942,619.424596888753,510.996719411312,380.575403111247,139.231949064128,1217.94350112397,633.880597353963,500,150,291.779602379872,
3,L,255.000000,262.624191868435,498.128691807425,196.120819822308,589.832286098563,488.239652172268,410.167713901437,130.454831000999,1172.68467285663,647.504665145211,500,150,273.385950378911,
3,L,255.500000,250.486922576009,474.649085970353,187.434722399914,560.167713901437,465.427014494399,439.832286098563,121.656280110112,1127.31532714337,661.162001521456,500,150,254.947382954422,
3,L,256.000000,238.379219061561,451.22667527302,178.76978387428,530.575403111247,442.669947255355,469.424596888753,112.879162046983,1082.05649887603,674.786069312704,500,150,236.553730953461,
3,L,256.500000,226.360068839553,427.97557134593,170.168218954905,501.199524491555,420.079320599192,498.800475508445,104.166238048541,1037.1286845165,688.310493430163,500,150,218.294606399652,
3,L,257.000000,214.488028001705,405.009051230223,161.671933601451,472.183194370141,397.765193788175,527.816805629859,95.5599566046863,992.750767860216,701.669384239002,500,150,200.258965912421,
3,L,257.500000,202.820935937607,382.439005503316,153.322320862115,443.667777390647,375.836279005121,556.332222609353,87.1022466535135,949.138953656284,714.797658566031,500,150,182.534677319285,
3,L,258.000000,191.415633547022,360.375393159259,145.160059210865,415.792197798237,354.399411718566,584.207802201763,78.8343133077386,906.505714279657,727.63135677838,500,150,165.20809157263,
3,L,258.500000,180.32768631674,338.925705899563,137.224914365996,388.692262614642,333.559030191103,611.307737385358,70.7964371075324,865.0587545871,740.107954388396,500,150,148.363622056552,
3,L,259.000000,169.611113611111,318.194444444445,129.555545555556,362.5,313.416666666667,637.5,63.0277777777778,825,752.166666666667,500,150,132.083333333333,
3,L,259.500000,159.31812549513,298.282609415813,122.189317173465,337.343016024933,294.070452715644,662.656983975067,55.5661834458264,786.524612744015,763.74874477911,500,150,116.446541333144,
3,L,260.000000,149.498868372252,279.287209272397,115.162116743953,313.343872986595,275.614641147731,686.656127013405,48.4480062492267,749.820041038322,774.797762005387,500,150,101.529426934805,
3,L,260.500000,140.201180676149,261.300787694284,108.508180081138,290.619492297485,258.139146821713,709.380507702515,41.7079252317639,715.065105866742,785.259888644217,500,150,87.4046648202016,
3,L,261.000000,131.470359806679,244.410972719415,102.259924495591,269.280584856073,241.729108589318,730.719415143927,35.3787773906445,682.429129779877,795.084154266263,500,150,74.1410694105396,
3,L,261.500000,123.348941445496,228.700049828588,96.4477908604531,249.431111674434,226.464474507281,750.568888325566,29.4913976979466,652.071111972664,804.222696036947,500,150,61.8032596094033,
3,L,262.000000,115.876492326496,214.244561058872,91.1000953065599,231.167777390647,212.419612338455,768.832222609353,24.0744688757358,624.138953656284,812.630991899365,500,150,50.4513439859513,
3,L,262.500000,109.089417470657,201.114932098491,86.2428912691019,214.579559133519,199.662947239541,785.420440866481,19.1543816567261,598.768737498323,820.268077481274,500,150,40.1406279320108,
3,L,263.000000,103.020782824444,189.375129179955,81.8998425579051,199.747273034956,188.256628400607,800.252726965044,14.755106211283,576.084064641698,827.096745669397,500,150,30.9213442197668,
3,L,263.500000,97.7001541658346,179.082347443003,78.0921080697288,186.743180501895,178.256226260477,813.256819498105,10.8980753671633,556.195452532309,833.083727878736,500,150,22.8384082727463,
3,L,264.000000,93.153453062827,170.286732285629,74.8382387042473,175.630636165989,169.710461773139,824.369363834011,7.60208019093189,539.19979648916,838.199856133776,500,150,15.9311993423892,
3,L,264.500000,89.4028305861618,163.031135060749,72.1540869859312,166.463779226214,162.660969044159,833.536220773786,4.88317843977524,525.179897640093,842.420205171931,500,150,10.2333686562941,
3,L,265.000000,86.4665593915342,157.350904308711,70.0527298321424,159.287269688133,157.142092493501,840.712730311867,2.75461632972194,514.204059523026,845.724213876915,500,150,5.77267547281966,
3,L,265.500000,84.3589446970515,153.273713542766,68.5444048437063,154.136070784833,153.180719532963,845.863929215167,1.22676400140982,506.325755317979,848.095785450434,500,150,2.57085184076849,Stop of Curve 3
3,L,266.000000,83.0902545896484,150.819426426487,67.6364604283504,151.035278639575,150.796149573414,848.964721360425,0.307064997803272,501.583367331114,849.523365834172,500,150,0.643496723029774,Stop of Profiles 3
s,T,266.500000,82.66667,150,67.33332,150,150,850,0.0,500.0,850,500,150,0.000000,
s,T,267.000000,82.66667,150,67.33332,150,150,850,0.0,500.0,850,500,150,0.000000,
s,T,267.500000,82.66667,150,67.33332,150,150,850,0.0,500.0,850,500,150,0.000000,
4,R,268.000000,83.0512239868044,150.73144018088,67.6257591122328,150.873208081107,150.739658609879,849.126791918893,0.133549471228138,501.326248979658,849.599351586316,500,150,0.428385611554874,Start Profiles 4
4,R,268.500000,84.2033057323991,152.922755078924,68.5018747538912,153.48924412512,152.955595023631,846.51075587488,0.533649101488999,505.299546077095,848.399052695533,500,150,1.71178211785317,
4,R,269.000000,86.1181810857709,156.564940111181,69.9580667778773,157.837358278797,156.638703483216,842.162641721203,1.19865479558075,511.903564162267,846.404035613258,500,150,3.84491576736288,
4,R,269.500000,88.7879814133531,161.643028758106,71.9883513788124,163.899683208412,161.773849305949,836.100316791588,2.12583390246309,521.111165908306,843.622498292611,500,150,6.81902105636236,
4,R,270.000000,92.2017359329294,168.136154064202,74.5843856817765,171.651307520466,168.339931076159,828.348692479534,3.31137644430653,532.884515304613,840.06587066708,500,150,10.6218767482756,
4,R,270.500000,96.3454167949309,176.017634384816,77.7355020249712,181.060378127941,176.309967355432,818.939621872059,4.75041077250859,547.175233133143,835.748767682474,500,150,15.2378560933545,
4,R,271.000000,101.201996725879,185.255083026739,81.4287517954299,192.088231141472,185.651207555129,807.911768858528,6.43702358634276,563.924595768988,830.688929240972,500,150,20.6479910423456,
4,R,271.500000,106.751518997103,195.810541332073,85.6489586376462,204.68955074756,196.32526651558,795.31044925244,8.36428423197969,583.063776488352,824.907147304061,500,150,26.8300501902733,
4,R,272.000000,112.971179431224,207.640634658505,90.378780816474,218.812555420968,208.288282238937,781.187444579032,10.5242731820304,604.514128292317,818.427180453909,500,150,33.7586301300512,
4,R,272.500000,119.835420109403,220.696750615007,95.5987824780367,234.399210706118,221.491096127536,765.600789293882,12.9081145785828,628.187507084234,811.275656264252,500,150,41.405259840531,
4,R,273.000000,127.31603439432,234.925238820588,101.28751351582,251.385467693118,235.879454987112,748.614532306882,15.5060127060063,653.986633872724,803.481961881981,500,150,49.7385176800355,Start of Curve 4
4,R,273.500000,135.382282837291,250.267631365209,107.421597713761,269.701526208466,251.394233964818,730.298473791534,18.3072922436477,681.805494511917,795.078123269057,500,150,58.7241605046238,
4,R,274.000000,144.001019493258,266.660883066971,113.975828804133,289.27212163894,267.971679505926,710.72787836106,21.3004421330144,711.52977533632,786.098673600957,500,150,68.3252643805155,
4,R,274.500000,153.13682812459,284.037630538291,120.923274045508,310.016834210038,285.543671330856,689.983165789962,24.4731628791823,743.037332900188,776.580511362453,500,150,78.5023763124541,
4,R,275.000000,162.752167733995,302.326468996508,128.235384895167,331.850419448078,304.038002356019,668.149580551922,27.812417092059,776.198695891139,766.562748723823,500,150,89.2136763645276,
4,R,275.500000,172.807526828534,321.452245681453,135.882114321185,354.683158468027,323.378675408211,645.316841531973,31.3044830598159,810.877597155556,756.086550820552,500,150,100.415149507256,
4,R,276.000000,183.261585780821,341.336368674263,143.832040272133,378.421226647645,343.486215513299,621.578773352355,34.9350111343457,846.931533649541,745.194966596963,500,150,112.060766484786,
4,R,276.500000,194.071386620231,361.897129848428,152.052494797024,402.967079172983,364.277996475938,597.032920827017,38.6890826970444,884.212352014495,733.932751908867,500,150,124.102672958981,
4,R,277.000000,205.19250955642,383.050040626014,160.509698284934,428.219851870944,385.668580408329,571.780148129056,42.551271462615,922.566857371046,722.346185612155,500,150,136.491386153157,
4,R,277.500000,216.579255509771,404.708179159352,169.168898272666,454.075775681811,407.570068812828,545.924224318189,46.5057068689829,961.837442829669,710.482879393051,500,150,149.17599818743,
4,R,278.000000,228.184833898711,426.782547511552,177.994512250078,480.428603068566,429.892463775727,519.571396931434,50.5361392928396,1001.8627371312,698.391582121481,500,150,162.104385270108,
4,R,278.500000,239.961554912252,449.182437368117,186.95027387625,507.170044610814,452.544037787983,492.829955389186,54.6260068228303,1042.47826775595,686.121979531509,500,150,175.22342188554,
4,R,279.000000,251.861025477651,471.815802776865,195.999382005653,534.190213989235,475.431710673235,465.809786010765,58.7585033160007,1083.51713677659,673.724490051998,500,150,188.479199098248,
4,R,279.500000,263.834348117925,494.589638384491,205.104651911957,561.378079532047,498.461432074204,438.621920467953,62.9166474578424,1124.8107066775,661.250057626473,500,150,201.81724607631,
4,R,280.000000,275.832321882075,517.410361615509,214.228668088043,588.621920467953,521.538567925796,411.378079532047,67.0833525421576,1166.1892933225,648.749942373527,500,150,215.18275392369,
4,R,280.500000,287.805644522349,540.184197223135,223.333937994347,615.809786010765,544.568289326765,384.190213989235,71.2414966839993,1207.48286322341,636.275509948002,500,150,228.520800901752,
4,R,281.000000,299.705115087748,562.817562631883,232.38304612375,642.829955389186,567.455962212017,357.170044610814,75.3739931771697,1248.52173224405,623.878020468491,500,150,241.77657811446,
4,R,281.500000,311.481836101289,585.217452488448,241.338807749922,669.571396931434,590.107536224273,330.428603068566,79.4638607071604,1289.1372628688,611.608417878519,500,150,254.895614729892,
4,R,282.000000,323.087414490229,607.291820840648,250.164421727334,695.924224318189,612.429931187172,304.075775681811,83.4942931310171,1329.16255717033,599.517120606949,500,150,267.82400181257,
4,R,282.500000,334.47416044358,628.949959373986,258.823621715066,721.780148129056,634.331419591671,278.219851870944,87.448728537385,1368.43314262895,587.653814387845,500,150,280.508613846843,
4,R,283.000000,345.595283379769,650.102870151572,267.280825202976,747.032920827017,655.722003524062,252.967079172983,91.3109173029556,1406.78764798551,576.067248091133,500,150,292.897327041019,
4,R,283.500000,356.405084219179,670.663631325737,275.501279727867,771.578773352355,676.513784486701,228.421226647645,95.0649888656543,1444.06846635046,564.805033403037,500,150,304.939233515214,
4,R,284.000000,366.859143171466,690.547754318547,283.451205678815,795.316841531973,696.621324591789,204.683158468027,98.6955169401841,1480.12240284444,553.913449179448,500,150,316.584850492744,
4,R,284.500000,376.914502266005,709.673531003492,291.097935104833,818.149580551922,715.961997643981,181.850419448078,102.187582907941,1514.80130410886,543.437251276177,500,150,327.786323635472,
4,R,285.000000,386.52984187541,727.962369461709,298.410045954492,839.983165789962,734.456328669144,160.016834210038,105.526837120818,1547.96266709981,533.419488637547,500,150,338.497623687546,
4,R,285.500000,395.665650506742,745.339116933029,305.357491195867,860.72787836106,752.028320494074,139.27212163894,108.699557866986,1579.47022466368,523.901326399043,500,150,348.674735619485,
4,R,286.000000,404.284387162709,761.732368634791,311.911722286239,880.298473791534,768.605766035182,119.701526208466,111.692707756352,1609.19450548808,514.921876730943,500,150,358.275839495376,
4,R,286.500000,412.35063560568,777.074761179412,318.04580648418,898.614532306882,784.120545012888,101.385467693118,114.493987293994,1637.01336612728,506.518038118019,500,150,367.261482319965,
4,R,287.000000,419.831249890597,791.303249384993,323.734537521963,915.600789293882,798.508903872464,84.3992107061184,117.091885421417,1662.81249291577,498.724343735748,500,150,375.594740159469,
4,R,287.500000,426.695490568776,804.359365341495,328.954539183526,931.187444579032,811.711717761063,68.8125554209677,119.47572681797,1686.48587170768,491.572819546091,500,150,383.241369869949,
4,R,288.000000,432.915151002897,816.189458667927,333.684361362354,945.31044925244,823.67473348442,54.6895507475595,121.63571576802,1707.93622351165,485.092852695939,500,150,390.169949809727,
4,R,288.500000,438.464673274121,826.744916973261,337.90456820457,957.911768858528,834.348792444871,42.0882311414719,123.562976413657,1727.07540423101,479.311070759028,500,150,396.352008957654,
4,R,289.000000,443.321253205069,835.982365615184,341.597817975029,968.939621872059,843.690032644568,31.0603781279408,125.249589227491,1743.82476686686,474.251232317526,500,150,401.762143906646,
4,R,289.500000,447.464934067071,843.863845935798,344.748934318223,978.348692479534,851.660068923841,21.6513075204658,126.688623555693,1758.11548469539,469.93412933292,500,150,406.378123251724,
4,R,290.000000,450.878688586647,850.356971241894,347.344968621188,986.100316791588,858.226150694051,13.8996832084125,127.874166097537,1769.88883409169,466.377501707389,500,150,410.180978943638,
4,R,290.500000,453.548488914229,855.435059888819,349.375253222123,992.162641721203,863.361296516784,7.83735827879724,128.801345204419,1779.09643583773,463.595964386742,500,150,413.155084232637,
4,R,291.000000,455.463364267601,859.077244921076,350.831445246109,996.51075587488,867.044404976369,3.48924412512038,129.466350898511,1785.70045392291,461.600947304467,500,150,415.288217882147,
4,R,291.500000,456.615446013196,861.26855981912,351.707560887767,999.126791918893,869.260341390121,0.873208081107057,129.866450528772,1789.67375102034,460.400648413684,500,150,416.571614388445,
4,R,292.000000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,Known Profile 4 / Start Constant 
4,R,292.500000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,293.000000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,293.500000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,294.000000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,294.500000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,295.000000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,295.500000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,
4,R,296.000000,457,862,352,1000,870,0.0,130,1791,460,500,150,417,Stop Constant 4
4,R,296.500000,456.615446013196,861.26855981912,351.707560887767,999.126791918893,869.260341390121,0.873208081107057,129.866450528772,1789.67375102034,460.400648413684,500,150,416.571614388445,
4,R,297.000000,455.463364267601,859.077244921076,350.831445246109,996.51075587488,867.044404976369,3.48924412512038,129.466350898511,1785.70045392291,461.600947304467,500,150,415.288217882147,
4,R,297.500000,453.548488914229,855.435059888819,349.375253222123,992.162641721203,863.361296516784,7.83735827879724,128.801345204419,1779.09643583773,463.595964386742,500,150,413.155084232637,
4,R,298.000000,450.878688586647,850.356971241894,347.344968621188,986.100316791588,858.226150694051,13.8996832084125,127.874166097537,1769.88883409169,466.377501707389,500,150,410.180978943638,
4,R,298.500000,447.464934067071,843.863845935798,344.748934318223,978.348692479534,851.660068923841,21.6513075204658,126.688623555693,1758.11548469539,469.93412933292,500,150,406.378123251724,
4,R,299.000000,443.321253205069,835.982365615184,341.597817975029,968.939621872059,843.690032644568,31.0603781279408,125.249589227491,1743.82476686686,474.251232317526,500,150,401.762143906646,
4,R,299.500000,438.464673274121,826.744916973261,337.90456820457,957.911768858528,834.348792444871,42.0882311414719,123.562976413657,1727.07540423101,479.311070759028,500,150,396.352008957654,
4,R,300.000000,432.915151002897,816.189458667927,333.684361362354,945.31044925244,823.67473348442,54.6895507475595,121.63571576802,1707.93622351165,485.092852695939,500,150,390.169949809727,
4,R,300.500000,426.695490568776,804.359365341495,328.954539183526,931.187444579032,811.711717761063,68.8125554209677,119.47572681797,1686.48587170768,491.572819546091,500,150,383.241369869949,
4,R,301.000000,419.831249890597,791.303249384993,323.734537521963,915.600789293882,798.508903872464,84.3992107061184,117.091885421417,1662.81249291577,498.724343735748,500,150,375.594740159469,
4,R,301.500000,412.35063560568,777.074761179412,318.04580648418,898.614532306882,784.120545012888,101.385467693118,114.493987293994,1637.01336612728,506.518038118019,500,150,367.261482319965,
4,R,302.000000,404.284387162709,761.732368634791,311.911722286239,880.298473791534,768.605766035182,119.701526208466,111.692707756352,1609.19450548808,514.921876730943,500,150,358.275839495376,
4,R,302.500000,395.665650506742,745.339116933029,305.357491195867,860.72787836106,752.028320494074,139.27212163894,108.699557866986,1579.47022466368,523.901326399043,500,150,348.674735619485,
4,R,303.000000,386.52984187541,727.962369461709,298.410045954492,839.983165789962,734.456328669144,160.016834210038,105.526837120818,1547.96266709981,533.419488637547,500,150,338.497623687546,
4,R,303.500000,376.914502266005,709.673531003492,291.097935104833,818.149580551922,715.961997643981,181.850419448078,102.187582907941,1514.80130410886,543.437251276177,500,150,327.786323635472,
4,R,304.000000,366.859143171466,690.547754318547,283.451205678815,795.316841531973,696.621324591789,204.683158468027,98.6955169401841,1480.12240284444,553.913449179448,500,150,316.584850492744,
4,R,304.500000,356.405084219179,670.663631325737,275.501279727867,771.578773352355,676.513784486701,228.421226647645,95.0649888656543,1444.06846635046,564.805033403037,500,150,304.939233515214,
4,R,305.000000,345.595283379769,650.102870151572,267.280825202976,747.032920827017,655.722003524062,252.967079172983,91.3109173029556,1406.78764798551,576.067248091133,500,150,292.897327041019,
4,R,305.500000,334.47416044358,628.949959373986,258.823621715066,721.780148129056,634.331419591671,278.219851870944,87.448728537385,1368.43314262895,587.653814387845,500,150,280.508613846843,
4,R,306.000000,323.087414490229,607.291820840648,250.164421727334,695.924224318189,612.429931187172,304.075775681811,83.4942931310171,1329.16255717033,599.517120606949,500,150,267.82400181257,
4,R,306.500000,311.481836101289,585.217452488448,241.338807749922,669.571396931434,590.107536224273,330.428603068566,79.4638607071604,1289.1372628688,611.608417878519,500,150,254.895614729892,
4,R,307.000000,299.705115087748,562.817562631883,232.38304612375,642.829955389186,567.455962212017,357.170044610814,75.3739931771697,1248.52173224405,623.878020468491,500,150,241.77657811446,
4,R,307.500000,287.805644522349,540.184197223135,223.333937994347,615.809786010765,544.568289326765,384.190213989235,71.2414966839993,1207.48286322341,636.275509948002,500,150,228.520800901752,
4,R,308.000000,275.832321882075,517.410361615509,214.228668088043,588.621920467953,521.538567925796,411.378079532047,67.0833525421576,1166.1892933225,648.749942373527,500,150,215.18275392369,
4,R,308.500000,263.834348117925,494.589638384491,205.104651911957,561.378079532047,498.461432074204,438.621920467953,62.9166474578424,1124.8107066775,661.250057626473,500,150,201.81724607631,
