Type,Dir,Sx,Az,A,B,AT,BT,H1,MY,MN,R1,INCL,HZ,WZ,H2,R2,KH,UEB,B1,AK1,BW1,AK3,HW2,BHS,BW,BGES,CE,DFA,R1x,R1y,R2x,R2y,Offset,WR2,BRK
6,R,450.000000,6.174200,1350.000000,1195.000000,1274.000000,1193.000000,0.000000,1274.000000,1274.000000,0.000000,2.968750,599.000000,31.064668,976.000000,1300.000000,2850.000000,369.547573,512.000000,120.000000,150.000000,90.000000,510.000000,532.000000,782.000000,2008.000000,782.000000,566.000000,1195.000000,1274.000000,-72.190642,1940.328665,96.000000,1.744690,0
6,R,450.500000,7.504900,1350.000000,1192.000000,1276.000000,1190.000000,0.000000,1276.000000,1276.000000,0.000000,2.890625,598.000000,30.195275,975.000000,1300.000000,2849.000000,369.413219,514.000000,120.000000,150.000000,90.000000,510.000000,532.000000,784.000000,2006.000000,776.000000,562.000000,1192.000000,1276.000000,-76.150633,1939.558382,96.000000,1.654091,0
6,R,451.000000,8.817900,1350.000000,1189.000000,1278.000000,1188.000000,0.000000,1278.000000,1278.000000,0.000000,2.812500,598.000000,29.377856,973.000000,1300.000000,2849.000000,369.276681,515.000000,120.000000,150.000000,90.000000,510.000000,532.000000,785.000000,2003.000000,770.000000,556.000000,1189.000000,1278.000000,-80.056237,1939.787977,96.000000,1.565907,0
6,R,451.500000,10.113400,1350.000000,1187.000000,1280.000000,1185.000000,0.000000,1280.000000,1280.000000,0.000000,2.734375,597.000000,28.512786,971.000000,1300.000000,2848.000000,369.137956,516.000000,120.000000,150.000000,90.000000,510.000000,532.000000,786.000000,2002.000000,764.000000,552.000000,1187.000000,1280.000000,-83.007077,1939.017453,96.000000,1.480137,0
6,R,452.000000,11.391400,1350.000000,1184.000000,1282.000000,1182.000000,0.000000,1282.000000,1282.000000,0.000000,2.656250,597.000000,27.696950,969.000000,1300.000000,2848.000000,368.997041,517.000000,120.000000,150.000000,90.000000,510.000000,532.000000,787.000000,1999.000000,758.000000,547.000000,1184.000000,1282.000000,-86.906270,1939.246814,96.000000,1.396781,0
6,R,452.500000,12.651800,1350.000000,1181.000000,1284.000000,1179.000000,0.000000,1284.000000,1284.000000,0.000000,2.578125,596.000000,26.836189,967.000000,1300.000000,2847.000000,368.853931,518.000000,120.000000,150.000000,90.000000,510.000000,532.000000,788.000000,1996.000000,752.000000,542.000000,1181.000000,1284.000000,-90.847972,1938.476063,96.000000,1.315839,0
6,R,453.000000,13.894600,1350.000000,1178.000000,1286.000000,1177.000000,0.000000,1286.000000,1286.000000,0.000000,2.500000,595.000000,25.978261,965.000000,1300.000000,2846.000000,368.708624,520.000000,120.000000,150.000000,90.000000,510.000000,532.000000,790.000000,1994.000000,746.000000,537.000000,1178.000000,1286.000000,-94.784427,1937.705204,96.000000,1.237312,0
6,R,453.500000,15.119900,1350.000000,1175.000000,1288.000000,1174.000000,0.000000,1288.000000,1288.000000,0.000000,2.421875,594.000000,25.123162,963.000000,1300.000000,2845.000000,368.561115,521.000000,120.000000,150.000000,90.000000,510.000000,532.000000,791.000000,1991.000000,739.000000,532.000000,1175.000000,1288.000000,-98.715638,1936.934239,96.000000,1.161200,0
6,R,454.000000,16.327700,1350.000000,1172.000000,1290.000000,1171.000000,0.000000,1290.000000,1290.000000,0.000000,2.343750,593.000000,24.270889,960.000000,1300.000000,2843.000000,367.436805,522.000000,120.000000,150.000000,90.000000,510.000000,532.000000,792.000000,1988.000000,733.000000,527.000000,1172.000000,1290.000000,-102.641609,1936.163171,96.000000,1.087502,0
6,R,454.500000,17.517900,1350.000000,1169.000000,1292.000000,1168.000000,0.000000,1292.000000,1292.000000,0.000000,2.265625,592.000000,23.421437,958.000000,1300.000000,2841.000000,366.313335,524.000000,120.000000,150.000000,90.000000,510.000000,532.000000,794.000000,1986.000000,727.000000,522.000000,1169.000000,1292.000000,-106.562343,1935.392005,96.000000,1.016220,0
6,R,455.000000,18.690500,1350.000000,1166.000000,1294.000000,1165.000000,0.000000,1294.000000,1294.000000,0.000000,2.187500,591.000000,22.574804,955.000000,1300.000000,2839.000000,365.190688,525.000000,120.000000,150.000000,90.000000,510.000000,532.000000,795.000000,1984.000000,720.000000,517.000000,1166.000000,1294.000000,-110.477843,1934.620744,96.000000,0.947352,0
6,R,455.500000,19.845600,1350.000000,1163.000000,1296.000000,1162.000000,0.000000,1296.000000,1296.000000,0.000000,2.109375,589.000000,21.694155,952.000000,1300.000000,2837.000000,365.035766,526.000000,120.000000,150.000000,90.000000,510.000000,532.000000,796.000000,1981.000000,714.000000,511.000000,1163.000000,1296.000000,-114.424945,1932.849390,96.000000,0.880900,0
6,R,456.000000,20.983100,1350.000000,1160.000000,1298.000000,1159.000000,0.000000,1298.000000,1298.000000,0.000000,2.031250,587.000000,20.819047,949.000000,1300.000000,2834.000000,363.912178,528.000000,120.000000,150.000000,90.000000,510.000000,532.000000,798.000000,1979.000000,707.000000,507.000000,1160.000000,1298.000000,-118.364090,1931.077947,96.000000,0.816863,0
6,R,456.500000,22.103100,1350.000000,1157.000000,1300.000000,1156.000000,0.000000,1300.000000,1300.000000,0.000000,1.953125,585.000000,19.949478,946.000000,1300.000000,2831.000000,362.789375,529.000000,120.000000,150.000000,90.000000,510.000000,532.000000,799.000000,1976.000000,700.000000,501.000000,1157.000000,1300.000000,-122.295280,1929.306419,96.000000,0.755242,0
6,R,457.000000,23.205500,1350.000000,1154.000000,1302.000000,1153.000000,0.000000,1302.000000,1302.000000,0.000000,1.875000,583.000000,19.085444,942.000000,1300.000000,2827.000000,360.708008,530.000000,120.000000,150.000000,90.000000,510.000000,532.000000,800.000000,1973.000000,694.000000,496.000000,1154.000000,1302.000000,-126.218520,1927.534808,96.000000,0.696036,0
6,R,457.500000,24.290400,1350.000000,1151.000000,1304.000000,1150.000000,0.000000,1304.000000,1304.000000,0.000000,1.796875,581.000000,18.226941,938.000000,1300.000000,2823.000000,358.634451,531.000000,120.000000,150.000000,90.000000,510.000000,532.000000,801.000000,1970.000000,687.000000,490.000000,1151.000000,1304.000000,-130.133813,1925.763118,96.000000,0.639246,0
6,R,458.000000,25.357700,1350.000000,1147.000000,1306.000000,1147.000000,0.000000,1306.000000,1306.000000,0.000000,1.718750,578.000000,17.343958,934.000000,1300.000000,2818.000000,356.568629,534.000000,120.000000,150.000000,90.000000,510.000000,532.000000,803.000000,1968.000000,680.000000,486.000000,1147.000000,1306.000000,-135.071170,1922.991352,96.000000,0.584872,0
6,R,458.500000,26.407400,1350.000000,1144.000000,1308.000000,1144.000000,0.000000,1308.000000,1308.000000,0.000000,1.640625,575.000000,16.469229,930.000000,1300.000000,2813.000000,354.510472,535.000000,120.000000,150.000000,90.000000,510.000000,532.000000,804.000000,1965.000000,673.000000,480.000000,1144.000000,1308.000000,-138.997858,1920.219514,96.000000,0.532914,0
6,R,459.000000,27.439600,1350.000000,1141.000000,1310.000000,1141.000000,0.000000,1310.000000,1310.000000,0.000000,1.562500,572.000000,15.602748,925.000000,1300.000000,2807.000000,351.520563,536.000000,120.000000,150.000000,90.000000,510.000000,532.000000,805.000000,1962.000000,667.000000,475.000000,1141.000000,1310.000000,-142.913880,1917.447606,96.000000,0.483372,0
6,R,459.500000,28.454300,1350.000000,1138.000000,1312.000000,1137.000000,0.000000,1312.000000,1312.000000,0.000000,1.484375,569.000000,14.744513,919.000000,1300.000000,2800.000000,347.617976,537.000000,120.000000,149.000000,90.000000,510.000000,532.000000,806.000000,1959.000000,660.000000,469.000000,1138.000000,1312.000000,-146.819241,1914.675633,96.000000,0.436246,0
6,R,460.000000,29.451400,1350.000000,1135.000000,1314.000000,1134.000000,0.000000,1314.000000,1314.000000,0.000000,1.406250,565.000000,13.869971,914.000000,1300.000000,2793.000000,344.670804,538.000000,120.000000,149.000000,90.000000,510.000000,531.000000,808.000000,1956.000000,653.000000,463.000000,1135.000000,1314.000000,-150.738493,1910.903597,96.000000,0.391536,0
6,R,460.500000,30.430900,1350.000000,1131.000000,1316.000000,1131.000000,0.000000,1316.000000,1316.000000,0.000000,1.328125,561.000000,13.006396,907.000000,1300.000000,2784.000000,339.910357,541.000000,120.000000,149.000000,90.000000,510.000000,531.000000,810.000000,1954.000000,646.000000,459.000000,1131.000000,1316.000000,-155.644362,1907.131502,96.000000,0.349242,0
6,R,461.000000,31.392900,1350.000000,1128.000000,1318.000000,1128.000000,0.000000,1318.000000,1318.000000,0.000000,1.250000,557.000000,12.153783,901.000000,1300.000000,2775.000000,335.199796,542.000000,120.000000,149.000000,90.000000,510.000000,531.000000,811.000000,1951.000000,639.000000,453.000000,1128.000000,1318.000000,-159.536852,1903.359351,96.000000,0.309365,0
6,R,461.500000,32.337300,1350.000000,1125.000000,1320.000000,1124.000000,0.000000,1320.000000,1320.000000,0.000000,1.171875,552.000000,11.291673,893.000000,1300.000000,2766.000000,331.433233,543.000000,120.000000,148.000000,90.000000,510.000000,531.000000,812.000000,1948.000000,632.000000,447.000000,1125.000000,1320.000000,-163.436423,1898.587147,96.000000,0.271904,0
6,R,462.000000,33.264200,1350.000000,1121.000000,1322.000000,1121.000000,0.000000,1322.000000,1322.000000,0.000000,1.093750,547.000000,10.443246,885.000000,1300.000000,2755.000000,325.925263,545.000000,120.000000,148.000000,90.000000,510.000000,531.000000,813.000000,1945.000000,624.000000,442.000000,1121.000000,1322.000000,-168.319894,1893.814893,96.000000,0.236860,0
6,R,462.500000,34.173500,1350.000000,1118.000000,1325.000000,1118.000000,0.000000,1325.000000,1325.000000,0.000000,1.015625,541.000000,9.590771,877.000000,1300.000000,2743.000000,319.613771,546.000000,120.000000,148.000000,90.000000,510.000000,531.000000,814.000000,1941.000000,617.000000,436.000000,1118.000000,1325.000000,-172.204997,1889.042594,96.000000,0.204232,0
6,R,463.000000,35.065300,1350.000000,1115.000000,1327.000000,1114.000000,0.000000,1327.000000,1327.000000,0.000000,0.937500,535.000000,8.754698,868.000000,1300.000000,2730.000000,313.393654,547.000000,120.000000,147.000000,90.000000,510.000000,531.000000,815.000000,1938.000000,610.000000,431.000000,1115.000000,1327.000000,-176.071281,1883.270251,96.000000,0.174021,0
6,R,463.500000,35.939500,1350.000000,1111.000000,1329.000000,1111.000000,0.000000,1329.000000,1329.000000,0.000000,0.859375,529.000000,7.935025,858.000000,1300.000000,2716.000000,306.418232,549.000000,120.000000,147.000000,90.000000,510.000000,530.000000,816.000000,1935.000000,603.000000,425.000000,1111.000000,1329.000000,-180.918748,1877.497869,96.000000,0.146226,0
6,R,464.000000,36.796200,1350.000000,1108.000000,1331.000000,1108.000000,0.000000,1331.000000,1331.000000,0.000000,0.781250,523.000000,7.131748,847.000000,1300.000000,2701.000000,298.727953,550.000000,120.000000,146.000000,90.000000,510.000000,530.000000,817.000000,1932.000000,595.000000,419.000000,1108.000000,1331.000000,-184.747403,1871.725451,96.000000,0.120849,0
6,R,464.500000,37.635300,1350.000000,1104.000000,1333.000000,1104.000000,0.000000,1333.000000,1333.000000,0.000000,0.703125,516.000000,6.332591,836.000000,1300.000000,2685.000000,291.178703,552.000000,120.000000,146.000000,91.000000,509.000000,530.000000,818.000000,1928.000000,588.000000,414.000000,1104.000000,1333.000000,-189.569522,1864.953000,96.000000,0.097888,0
6,R,465.000000,38.456900,1350.000000,1101.000000,1336.000000,1101.000000,0.000000,1336.000000,1336.000000,0.000000,0.625000,508.000000,5.541640,823.000000,1300.000000,2667.000000,282.174629,553.000000,120.000000,145.000000,91.000000,509.000000,530.000000,818.000000,1925.000000,581.000000,408.000000,1101.000000,1336.000000,-193.381016,1858.180519,96.000000,0.077343,0
6,R,465.500000,39.260900,1350.000000,1098.000000,1338.000000,1097.000000,0.000000,1338.000000,1338.000000,0.000000,0.546875,500.000000,4.772530,810.000000,1300.000000,2648.000000,273.370270,555.000000,120.000000,144.000000,91.000000,509.000000,529.000000,820.000000,1922.000000,573.000000,404.000000,1098.000000,1338.000000,-197.168254,1850.408012,96.000000,0.059216,0
6,R,466.000000,40.047300,1350.000000,1094.000000,1340.000000,1094.000000,0.000000,1340.000000,1340.000000,0.000000,0.468750,492.000000,4.025255,796.000000,1300.000000,2628.000000,264.001585,557.000000,120.000000,144.000000,91.000000,509.000000,529.000000,821.000000,1919.000000,566.000000,398.000000,1094.000000,1340.000000,-201.931239,1842.635481,96.000000,0.043506,0
6,R,466.500000,40.816200,1350.000000,1091.000000,1342.000000,1090.000000,0.000000,1342.000000,1342.000000,0.000000,0.390625,483.000000,3.292996,781.000000,1300.000000,2607.000000,254.857797,558.000000,120.000000,143.000000,91.000000,509.000000,528.000000,821.000000,1915.000000,558.000000,393.000000,1091.000000,1342.000000,-205.676791,1833.862931,96.000000,0.030212,0
6,R,467.000000,41.567500,1350.000000,1087.000000,1344.000000,1087.000000,0.000000,1344.000000,1344.000000,0.000000,0.312500,474.000000,2.585295,765.000000,1300.000000,2584.000000,244.492073,560.000000,120.000000,142.000000,91.000000,509.000000,528.000000,822.000000,1912.000000,551.000000,388.000000,1087.000000,1344.000000,-210.395369,1825.090365,96.000000,0.019336,0
6,R,467.500000,42.301300,1350.000000,1083.000000,1347.000000,1083.000000,0.000000,1347.000000,1347.000000,0.000000,0.234375,464.000000,1.898056,748.000000,1300.000000,2559.000000,233.019992,562.000000,120.000000,140.000000,92.000000,508.000000,527.000000,822.000000,1908.000000,543.000000,382.000000,1083.000000,1347.000000,-215.091067,1816.317785,96.000000,0.010877,0
6,R,468.000000,43.017600,1350.000000,1080.000000,1349.000000,1080.000000,0.000000,1349.000000,1349.000000,0.000000,0.156250,454.000000,1.238096,730.000000,1300.000000,2533.000000,221.911952,563.000000,121.000000,139.000000,92.000000,508.000000,527.000000,823.000000,1904.000000,535.000000,377.000000,1080.000000,1349.000000,-218.757070,1806.545196,96.000000,0.004834,0
6,R,468.500000,43.716200,1350.000000,1076.000000,1349.000000,1076.000000,0.000000,1349.000000,1349.000000,0.000000,0.078125,443.000000,0.604048,714.000000,1300.000000,2506.000000,212.463905,565.000000,121.000000,138.000000,92.000000,508.000000,526.000000,823.000000,1900.000000,528.000000,372.000000,1076.000000,1349.000000,-223.394744,1793.772599,96.000000,0.001209,0
6,R,469.000000,44.397400,1350.000000,1073.000000,1346.000000,1073.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,432.000000,0.000000,698.000000,1300.000000,2477.000000,203.916518,566.000000,121.000000,136.000000,93.000000,507.000000,525.000000,823.000000,1896.000000,520.000000,367.000000,1073.000000,1346.000000,-227.000000,1778.000000,96.000000,0.000000,0
6,R,469.500000,45.060900,1350.000000,1069.000000,1346.000000,1069.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,421.000000,0.000000,679.000000,1300.000000,2446.000000,191.415768,568.000000,121.000000,134.000000,93.000000,507.000000,525.000000,823.000000,1892.000000,512.000000,362.000000,1069.000000,1346.000000,-231.000000,1767.000000,96.000000,0.000000,0
6,R,470.000000,45.706900,1350.000000,1065.000000,1346.000000,1065.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,409.000000,0.000000,659.000000,1300.000000,2414.000000,179.411315,570.000000,121.000000,132.000000,93.000000,507.000000,524.000000,823.000000,1888.000000,505.000000,357.000000,1065.000000,1346.000000,-235.000000,1755.000000,96.000000,0.000000,0
6,R,470.500000,46.335400,1350.000000,1062.000000,1346.000000,1062.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,396.000000,0.000000,638.000000,1300.000000,2380.000000,167.323524,570.000000,121.000000,130.000000,94.000000,506.000000,523.000000,822.000000,1883.000000,497.000000,351.000000,1062.000000,1346.000000,-238.000000,1742.000000,96.000000,0.000000,0
6,R,471.000000,46.946300,1350.000000,1058.000000,1346.000000,1058.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,384.000000,0.000000,615.000000,1300.000000,2345.000000,154.672536,572.000000,121.000000,128.000000,94.000000,506.000000,522.000000,821.000000,1879.000000,489.000000,346.000000,1058.000000,1346.000000,-242.000000,1730.000000,96.000000,0.000000,0
6,R,471.500000,47.539700,1350.000000,1055.000000,1346.000000,1055.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,370.000000,0.000000,591.000000,1300.000000,2308.000000,142.616745,573.000000,121.000000,125.000000,95.000000,505.000000,520.000000,820.000000,1875.000000,481.000000,341.000000,1055.000000,1346.000000,-245.000000,1716.000000,96.000000,0.000000,0
6,R,472.000000,48.115500,1350.000000,1051.000000,1346.000000,1051.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,357.000000,0.000000,566.000000,1300.000000,2269.000000,129.682094,575.000000,121.000000,123.000000,95.000000,505.000000,519.000000,819.000000,1870.000000,473.000000,337.000000,1051.000000,1346.000000,-249.000000,1703.000000,96.000000,0.000000,0
6,R,472.500000,48.673700,1350.000000,1047.000000,1346.000000,1047.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,343.000000,0.000000,540.000000,1300.000000,2229.000000,117.460360,577.000000,122.000000,120.000000,96.000000,504.000000,518.000000,818.000000,1865.000000,465.000000,332.000000,1047.000000,1346.000000,-253.000000,1689.000000,96.000000,0.000000,0
6,R,473.000000,49.214400,1350.000000,1043.000000,1346.000000,1043.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,329.000000,0.000000,512.000000,1300.000000,2187.000000,105.070713,579.000000,122.000000,117.000000,97.000000,503.000000,517.000000,817.000000,1860.000000,457.000000,328.000000,1043.000000,1346.000000,-257.000000,1675.000000,96.000000,0.000000,0
6,R,473.500000,49.737600,1350.000000,1040.000000,1346.000000,1040.000000,0.000000,1346.000000,1346.000000,0.000000,0.000000,314.000000,0.000000,484.000000,1300.000000,2144.000000,93.457833,580.000000,122.000000,113.000000,98.000000,502.000000,515.000000,815.000000,1855.000000,449.000000,324.000000,1040.000000,1346.000000,-260.000000,1660.000000,96.000000,0.000000,0
6,R,474.000000,50.243100,1348.000000,1036.000000,1344.000000,1036.000000,0.000000,1344.000000,1344.000000,0.000000,0.000000,299.000000,0.000000,455.000000,1302.000000,2099.000000,82.464023,582.000000,122.000000,110.000000,98.000000,502.000000,513.000000,814.000000,1850.000000,441.000000,320.000000,1036.000000,1344.000000,-266.000000,1643.000000,96.000000,0.000000,0
6,R,474.500000,50.731200,1345.000000,1032.000000,1341.000000,1032.000000,0.000000,1341.000000,1341.000000,0.000000,0.000000,284.000000,0.000000,427.000000,1305.000000,2052.000000,71.834966,583.000000,122.000000,106.000000,99.000000,501.000000,512.000000,811.000000,1843.000000,433.000000,315.000000,1032.000000,1341.000000,-273.000000,1625.000000,96.000000,0.000000,0
6,R,475.000000,51.201700,1339.000000,1028.000000,1335.000000,1028.000000,0.000000,1335.000000,1335.000000,0.000000,0.000000,269.000000,0.000000,400.000000,1311.000000,2004.000000,62.512515,584.000000,123.000000,101.000000,100.000000,500.000000,510.000000,808.000000,1836.000000,425.000000,311.000000,1028.000000,1335.000000,-283.000000,1604.000000,96.000000,0.000000,0
6,R,475.500000,51.654600,1330.000000,1025.000000,1327.000000,1025.000000,0.000000,1327.000000,1327.000000,0.000000,0.000000,253.000000,0.000000,375.000000,1319.000000,1955.000000,54.430508,583.000000,123.000000,97.000000,101.000000,499.000000,508.000000,803.000000,1828.000000,417.000000,305.000000,1025.000000,1327.000000,-294.000000,1580.000000,96.000000,0.000000,0
6,R,476.000000,52.090000,1319.000000,1021.000000,1315.000000,1021.000000,0.000000,1315.000000,1315.000000,0.000000,0.000000,238.000000,0.000000,351.000000,1331.000000,1904.000000,47.115270,583.000000,123.000000,92.000000,102.000000,498.000000,506.000000,799.000000,1819.000000,409.000000,300.000000,1021.000000,1315.000000,-310.000000,1553.000000,96.000000,0.000000,0
6,R,476.500000,52.507800,1303.000000,1017.000000,1300.000000,1017.000000,0.000000,1300.000000,1300.000000,0.000000,0.000000,222.000000,0.000000,330.000000,1346.000000,1852.000000,41.080079,583.000000,123.000000,88.000000,103.000000,497.000000,504.000000,794.000000,1811.000000,401.000000,295.000000,1017.000000,1300.000000,-329.000000,1522.000000,96.000000,0.000000,0
6,R,477.000000,52.908000,1284.000000,1013.000000,1281.000000,1013.000000,0.000000,1281.000000,1281.000000,0.000000,0.000000,207.000000,0.000000,312.000000,1366.000000,1799.000000,35.874066,581.000000,123.000000,82.000000,104.000000,496.000000,502.000000,787.000000,1800.000000,392.000000,288.000000,1013.000000,1281.000000,-353.000000,1488.000000,96.000000,0.000000,0
6,R,477.500000,53.290700,1261.000000,1009.000000,1258.000000,1009.000000,0.000000,1258.000000,1258.000000,0.000000,0.000000,191.000000,0.000000,296.000000,1391.000000,1745.000000,31.858727,579.000000,124.000000,77.000000,106.000000,494.000000,500.000000,779.000000,1789.000000,384.000000,281.000000,1009.000000,1258.000000,-382.000000,1449.000000,96.000000,0.000000,0
6,R,478.000000,53.655900,1234.000000,1005.000000,1231.000000,1005.000000,0.000000,1231.000000,1231.000000,0.000000,0.000000,176.000000,0.000000,283.000000,1422.000000,1690.000000,28.445193,577.000000,124.000000,72.000000,107.000000,493.000000,498.000000,772.000000,1777.000000,376.000000,274.000000,1005.000000,1231.000000,-417.000000,1407.000000,96.000000,0.000000,0
6,R,478.500000,54.003500,1203.000000,1001.000000,1200.000000,1001.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,160.000000,0.000000,274.000000,1459.000000,1634.000000,25.959526,573.000000,124.000000,66.000000,108.000000,492.000000,496.000000,762.000000,1764.000000,367.000000,266.000000,1001.000000,1200.000000,-458.000000,1360.000000,96.000000,0.000000,0
6,R,479.000000,54.333600,1167.000000,998.000000,1164.000000,998.000000,0.000000,1164.000000,1164.000000,0.000000,0.000000,145.000000,0.000000,268.000000,1503.000000,1578.000000,24.268111,567.000000,124.000000,60.000000,110.000000,490.000000,494.000000,752.000000,1749.000000,359.000000,257.000000,998.000000,1164.000000,-505.000000,1309.000000,96.000000,0.000000,0
6,R,479.500000,54.646000,1128.000000,994.000000,1125.000000,994.000000,0.000000,1125.000000,1125.000000,0.000000,0.000000,131.000000,0.000000,266.000000,1556.000000,1521.000000,22.731922,562.000000,124.000000,54.000000,111.000000,489.000000,492.000000,741.000000,1735.000000,351.000000,247.000000,994.000000,1125.000000,-562.000000,1256.000000,96.000000,0.000000,0
6,R,480.000000,54.941000,1084.000000,990.000000,1081.000000,990.000000,0.000000,1081.000000,1081.000000,0.000000,0.000000,116.000000,0.000000,266.000000,1619.000000,1464.000000,22.168137,555.000000,124.000000,48.000000,113.000000,487.000000,490.000000,728.000000,1718.000000,342.000000,236.000000,990.000000,1081.000000,-629.000000,1197.000000,96.000000,0.000000,0
6,R,480.500000,55.218400,1036.000000,986.000000,1034.000000,986.000000,0.000000,1034.000000,1034.000000,0.000000,0.000000,103.000000,0.000000,271.000000,1694.000000,1407.000000,21.655538,547.000000,125.000000,43.000000,114.000000,486.000000,488.000000,714.000000,1700.000000,334.000000,224.000000,986.000000,1034.000000,-708.000000,1137.000000,96.000000,0.000000,0
6,R,481.000000,55.478200,984.000000,982.000000,982.000000,982.000000,0.000000,982.000000,982.000000,0.000000,0.000000,89.000000,0.000000,278.000000,1782.000000,1350.000000,21.976421,537.000000,125.000000,37.000000,116.000000,484.000000,486.000000,699.000000,1680.000000,325.000000,209.000000,982.000000,982.000000,-800.000000,1071.000000,96.000000,0.000000,0
6,R,481.500000,55.720500,929.000000,978.000000,234.000000,649.000000,706.000000,940.000000,940.000000,923.000000,0.000000,77.000000,0.000000,277.000000,1888.000000,1293.000000,20.282677,526.000000,125.000000,31.000000,117.000000,483.000000,484.000000,682.000000,1660.000000,317.000000,194.000000,55.000000,940.000000,-910.000000,1017.000000,96.000000,0.000000,0
6,R,482.000000,55.945200,871.000000,974.000000,225.000000,653.000000,670.000000,895.000000,895.000000,862.000000,0.000000,65.000000,0.000000,277.000000,2014.000000,1236.000000,19.001253,512.000000,125.000000,26.000000,118.000000,482.000000,482.000000,663.000000,1636.000000,308.000000,176.000000,112.000000,895.000000,-1040.000000,960.000000,96.000000,0.000000,0
6,R,482.500000,56.152400,810.000000,970.000000,215.000000,658.000000,633.000000,848.000000,848.000000,799.000000,0.000000,53.000000,0.000000,280.000000,2164.000000,1181.000000,18.191062,497.000000,125.000000,20.000000,120.000000,480.000000,481.000000,642.000000,1612.000000,300.000000,156.000000,171.000000,848.000000,-1194.000000,901.000000,96.000000,0.000000,0
6,R,483.000000,56.342000,748.000000,966.000000,204.000000,663.000000,595.000000,799.000000,799.000000,736.000000,0.000000,43.000000,0.000000,285.000000,2346.000000,1126.000000,17.253556,479.000000,125.000000,16.000000,121.000000,479.000000,479.000000,620.000000,1586.000000,291.000000,133.000000,230.000000,799.000000,-1380.000000,842.000000,96.000000,0.000000,0
6,R,483.500000,56.514100,683.000000,962.000000,193.000000,669.000000,555.000000,747.000000,747.000000,674.000000,0.000000,33.000000,0.000000,292.000000,2568.000000,1073.000000,16.769905,459.000000,125.000000,11.000000,122.000000,478.000000,478.000000,595.000000,1557.000000,282.000000,108.000000,288.000000,747.000000,-1606.000000,780.000000,96.000000,0.000000,0
6,R,484.000000,56.668600,617.000000,958.000000,180.000000,676.000000,514.000000,695.000000,695.000000,611.000000,0.000000,25.000000,0.000000,301.000000,2840.000000,1021.000000,15.995928,435.000000,125.000000,8.000000,123.000000,477.000000,477.000000,568.000000,1526.000000,274.000000,78.000000,347.000000,695.000000,-1882.000000,720.000000,96.000000,0.000000,0
6,R,484.500000,56.805500,552.000000,954.000000,167.000000,684.000000,474.000000,641.000000,641.000000,551.000000,0.000000,18.000000,0.000000,312.000000,3178.000000,970.000000,15.253883,421.000000,125.000000,4.000000,124.000000,476.000000,476.000000,551.000000,1504.000000,265.000000,58.000000,403.000000,641.000000,-2224.000000,659.000000,96.000000,0.000000,0
6,R,485.000000,56.924900,486.000000,950.000000,153.000000,692.000000,433.000000,586.000000,586.000000,493.000000,0.000000,12.000000,0.000000,325.000000,3606.000000,922.000000,14.585237,425.000000,125.000000,2.000000,124.000000,476.000000,476.000000,552.000000,1502.000000,256.000000,55.000000,457.000000,586.000000,-2656.000000,598.000000,96.000000,0.000000,0
6,R,485.500000,57.026800,422.000000,946.000000,138.000000,701.000000,393.000000,531.000000,531.000000,438.000000,0.000000,7.000000,0.000000,338.000000,4156.000000,876.000000,13.767269,429.000000,125.000000,1.000000,125.000000,475.000000,475.000000,555.000000,1501.000000,248.000000,52.000000,508.000000,531.000000,-3210.000000,538.000000,96.000000,0.000000,0
6,R,486.000000,57.111100,359.000000,942.000000,123.000000,710.000000,354.000000,477.000000,477.000000,386.000000,0.000000,3.000000,0.000000,353.000000,4878.000000,833.000000,12.789316,433.000000,125.000000,0.000000,125.000000,475.000000,475.000000,558.000000,1500.000000,239.000000,47.000000,556.000000,477.000000,-3936.000000,480.000000,96.000000,0.000000,0
6,R,486.500000,57.177800,299.000000,937.000000,107.000000,719.000000,316.000000,423.000000,423.000000,338.000000,0.000000,1.000000,0.000000,368.000000,5852.000000,792.000000,11.582207,438.000000,125.000000,0.000000,125.000000,475.000000,475.000000,563.000000,1500.000000,230.000000,43.000000,599.000000,423.000000,-4915.000000,424.000000,96.000000,0.000000,0
6,R,487.000000,57.227000,243.000000,933.000000,91.000000,729.000000,280.000000,372.000000,372.000000,295.000000,0.000000,0.000000,0.000000,383.000000,7209.000000,754.000000,10.128074,442.000000,125.000000,0.000000,125.000000,475.000000,475.000000,567.000000,1500.000000,221.000000,38.000000,638.000000,372.000000,-6276.000000,372.000000,96.000000,0.000000,0
6,R,487.500000,57.258600,190.000000,929.000000,75.000000,739.000000,247.000000,322.000000,322.000000,256.000000,0.000000,0.000000,0.000000,398.000000,9180.000000,720.000000,8.631727,446.000000,125.000000,0.000000,125.000000,475.000000,475.000000,571.000000,1500.000000,213.000000,33.000000,673.000000,322.000000,-8251.000000,322.000000,96.000000,0.000000,0
