Type,Dir,Sx,Az,A,B,AT,BT,H1,MY,MN,R1,INCL,HZ,WZ,H2,R2,KH,UEB,B1,AK1,BW1,AK3,HW2,BHS,BW,BGES,CE,DFA,R1x,R1y,R2x,R2y,Offset,WR2,BRK
s,T,-5.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-5.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-4.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-4.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-3.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-3.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-2.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-2.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-1.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-1.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,-0.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,0.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,0.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,1.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,1.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,2.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,2.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,3.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,3.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,4.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,4.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,5.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,5.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,6.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,6.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,7.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,7.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,8.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,8.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,9.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,9.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,10.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,10.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,11.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,11.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,12.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,12.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,13.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,13.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,14.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,14.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,15.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,15.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,16.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,16.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,17.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,17.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,18.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,18.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,19.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,19.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,20.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,20.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,21.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,21.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,22.000000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
s,T,22.500000,50.700100,0.000000,1500.000000,0.000000,0.000000,0.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,475.000000,10000.000000,600.000000,0.000000,1375.000000,125.000000,0.000000,125.000000,475.000000,475.000000,1500.000000,3000.000000,0.000000,0.000000,1375.000000,125.000000,-8500.000000,125.000000,86.000000,0.000000,0
